year,New open,census_track,is_cbd,post_covid,DID,open_ln,census
2016,8,289.01,0,0,0,2.0794415416798357,28901
2005,7,289.01,0,0,0,1.9459101490553132,28901
2006,6,289.01,0,0,0,1.791759469228055,28901
2012,4,289.01,0,0,0,1.3862943611198906,28901
2018,4,289.01,0,0,0,1.3862943611198906,28901
2008,4,289.01,0,0,0,1.3862943611198906,28901
2015,4,289.01,0,0,0,1.3862943611198906,28901
2001,3,289.01,0,0,0,1.0986122886681098,28901
2019,3,289.01,0,0,0,1.0986122886681098,28901
2014,3,289.01,0,0,0,1.0986122886681098,28901
2011,3,289.01,0,0,0,1.0986122886681098,28901
2009,3,289.01,0,0,0,1.0986122886681098,28901
2002,3,289.01,0,0,0,1.0986122886681098,28901
2021,3,289.01,0,1,0,1.0986122886681098,28901
2013,2,289.01,0,0,0,0.6931471805599453,28901
2007,2,289.01,0,0,0,0.6931471805599453,28901
2010,1,289.01,0,0,0,0.0,28901
2017,1,289.01,0,0,0,0.0,28901
1999,1,289.01,0,0,0,0.0,28901
2012,33,369,1,0,0,3.4965075614664802,36900
2004,33,369,1,0,0,3.4965075614664802,36900
2014,27,369,1,0,0,3.295836866004329,36900
2005,25,369,1,0,0,3.2188758248682006,36900
2018,21,369,1,0,0,3.044522437723423,36900
2010,18,369,1,0,0,2.8903717578961645,36900
2011,17,369,1,0,0,2.833213344056216,36900
2006,16,369,1,0,0,2.772588722239781,36900
2009,12,369,1,0,0,2.4849066497880004,36900
2015,12,369,1,0,0,2.4849066497880004,36900
2007,12,369,1,0,0,2.4849066497880004,36900
2017,11,369,1,0,0,2.3978952727983707,36900
2016,11,369,1,0,0,2.3978952727983707,36900
2013,10,369,1,0,0,2.302585092994046,36900
2022,8,369,1,1,1,2.0794415416798357,36900
2008,7,369,1,0,0,1.9459101490553132,36900
2019,7,369,1,0,0,1.9459101490553132,36900
2020,6,369,1,1,1,1.791759469228055,36900
2021,6,369,1,1,1,1.791759469228055,36900
2002,5,369,1,0,0,1.6094379124341003,36900
2003,4,369,1,0,0,1.3862943611198906,36900
2001,3,369,1,0,0,1.0986122886681098,36900
2000,1,369,1,0,0,0.0,36900
1999,1,369,1,0,0,0.0,36900
1996,1,369,1,0,0,0.0,36900
2004,15,143,0,0,0,2.70805020110221,14300
2003,11,143,0,0,0,2.3978952727983707,14300
2005,11,143,0,0,0,2.3978952727983707,14300
2021,7,143,0,1,0,1.9459101490553132,14300
2018,7,143,0,0,0,1.9459101490553132,14300
2010,7,143,0,0,0,1.9459101490553132,14300
2017,6,143,0,0,0,1.791759469228055,14300
2006,4,143,0,0,0,1.3862943611198906,14300
2016,4,143,0,0,0,1.3862943611198906,14300
2019,3,143,0,0,0,1.0986122886681098,14300
2008,3,143,0,0,0,1.0986122886681098,14300
2009,3,143,0,0,0,1.0986122886681098,14300
2012,3,143,0,0,0,1.0986122886681098,14300
2015,2,143,0,0,0,0.6931471805599453,14300
2011,2,143,0,0,0,0.6931471805599453,14300
2014,2,143,0,0,0,0.6931471805599453,14300
2013,2,143,0,0,0,0.6931471805599453,14300
2001,2,143,0,0,0,0.6931471805599453,14300
2007,2,143,0,0,0,0.6931471805599453,14300
2020,2,143,0,1,0,0.6931471805599453,14300
2000,1,143,0,0,0,0.0,14300
2002,1,143,0,0,0,0.0,14300
2004,28,379,0,0,0,3.332204510175204,37900
2005,15,379,0,0,0,2.70805020110221,37900
2015,10,379,0,0,0,2.302585092994046,37900
2021,8,379,0,1,0,2.0794415416798357,37900
2019,8,379,0,0,0,2.0794415416798357,37900
2006,6,379,0,0,0,1.791759469228055,37900
2007,5,379,0,0,0,1.6094379124341003,37900
2011,5,379,0,0,0,1.6094379124341003,37900
2016,4,379,0,0,0,1.3862943611198906,37900
2003,4,379,0,0,0,1.3862943611198906,37900
2018,4,379,0,0,0,1.3862943611198906,37900
2020,3,379,0,1,0,1.0986122886681098,37900
2009,3,379,0,0,0,1.0986122886681098,37900
2013,3,379,0,0,0,1.0986122886681098,37900
2010,2,379,0,0,0,0.6931471805599453,37900
2012,2,379,0,0,0,0.6931471805599453,37900
2014,1,379,0,0,0,0.0,37900
2008,1,379,0,0,0,0.0,37900
1994,1,379,0,0,0,0.0,37900
2001,1,379,0,0,0,0.0,37900
2022,1,379,0,1,0,0.0,37900
2004,90,2,1,0,0,4.499809670330265,200
2017,54,2,1,0,0,3.9889840465642745,200
2011,36,2,1,0,0,3.58351893845611,200
2015,30,2,1,0,0,3.4011973816621555,200
2012,29,2,1,0,0,3.367295829986474,200
2019,28,2,1,0,0,3.332204510175204,200
2016,26,2,1,0,0,3.258096538021482,200
2018,25,2,1,0,0,3.2188758248682006,200
2005,23,2,1,0,0,3.1354942159291497,200
2014,18,2,1,0,0,2.8903717578961645,200
2013,18,2,1,0,0,2.8903717578961645,200
2010,17,2,1,0,0,2.833213344056216,200
2007,17,2,1,0,0,2.833213344056216,200
2008,16,2,1,0,0,2.772588722239781,200
2003,14,2,1,0,0,2.6390573296152584,200
2006,13,2,1,0,0,2.5649493574615367,200
2002,12,2,1,0,0,2.4849066497880004,200
2020,11,2,1,1,1,2.3978952727983707,200
2021,10,2,1,1,1,2.302585092994046,200
2009,9,2,1,0,0,2.1972245773362196,200
2001,5,2,1,0,0,1.6094379124341003,200
2000,3,2,1,0,0,1.0986122886681098,200
1997,2,2,1,0,0,0.6931471805599453,200
2022,2,2,1,1,1,0.6931471805599453,200
1999,1,2,1,0,0,0.0,200
1996,1,2,1,0,0,0.0,200
2004,13,100,0,0,0,2.5649493574615367,10000
2005,10,100,0,0,0,2.302585092994046,10000
2003,8,100,0,0,0,2.0794415416798357,10000
2017,7,100,0,0,0,1.9459101490553132,10000
2018,5,100,0,0,0,1.6094379124341003,10000
2012,4,100,0,0,0,1.3862943611198906,10000
2007,3,100,0,0,0,1.0986122886681098,10000
2006,3,100,0,0,0,1.0986122886681098,10000
2014,3,100,0,0,0,1.0986122886681098,10000
2002,3,100,0,0,0,1.0986122886681098,10000
2008,2,100,0,0,0,0.6931471805599453,10000
2011,2,100,0,0,0,0.6931471805599453,10000
2015,2,100,0,0,0,0.6931471805599453,10000
2016,2,100,0,0,0,0.6931471805599453,10000
2019,2,100,0,0,0,0.6931471805599453,10000
2021,2,100,0,1,0,0.6931471805599453,10000
2009,1,100,0,0,0,0.0,10000
2013,1,100,0,0,0,0.0,10000
2001,1,100,0,0,0,0.0,10000
2004,14,311.01,0,0,0,2.6390573296152584,31101
2005,7,311.01,0,0,0,1.9459101490553132,31101
2017,7,311.01,0,0,0,1.9459101490553132,31101
2015,6,311.01,0,0,0,1.791759469228055,31101
2010,6,311.01,0,0,0,1.791759469228055,31101
2013,5,311.01,0,0,0,1.6094379124341003,31101
2006,4,311.01,0,0,0,1.3862943611198906,31101
2007,4,311.01,0,0,0,1.3862943611198906,31101
2018,4,311.01,0,0,0,1.3862943611198906,31101
2019,4,311.01,0,0,0,1.3862943611198906,31101
2003,3,311.01,0,0,0,1.0986122886681098,31101
2008,2,311.01,0,0,0,0.6931471805599453,31101
2009,2,311.01,0,0,0,0.6931471805599453,31101
2020,2,311.01,0,1,0,0.6931471805599453,31101
2011,2,311.01,0,0,0,0.6931471805599453,31101
1999,2,311.01,0,0,0,0.6931471805599453,31101
2014,2,311.01,0,0,0,0.6931471805599453,31101
2002,2,311.01,0,0,0,0.6931471805599453,31101
2021,2,311.01,0,1,0,0.6931471805599453,31101
2012,1,311.01,0,0,0,0.0,31101
2016,1,311.01,0,0,0,0.0,31101
2022,1,311.01,0,1,0,0.0,31101
2004,27,326,0,0,0,3.295836866004329,32600
2016,14,326,0,0,0,2.6390573296152584,32600
2018,10,326,0,0,0,2.302585092994046,32600
2005,10,326,0,0,0,2.302585092994046,32600
2015,9,326,0,0,0,2.1972245773362196,32600
2002,7,326,0,0,0,1.9459101490553132,32600
2019,7,326,0,0,0,1.9459101490553132,32600
2003,5,326,0,0,0,1.6094379124341003,32600
2014,5,326,0,0,0,1.6094379124341003,32600
2006,5,326,0,0,0,1.6094379124341003,32600
2007,5,326,0,0,0,1.6094379124341003,32600
2009,5,326,0,0,0,1.6094379124341003,32600
2021,5,326,0,1,0,1.6094379124341003,32600
2000,3,326,0,0,0,1.0986122886681098,32600
2008,3,326,0,0,0,1.0986122886681098,32600
2017,3,326,0,0,0,1.0986122886681098,32600
2013,3,326,0,0,0,1.0986122886681098,32600
2010,2,326,0,0,0,0.6931471805599453,32600
2012,2,326,0,0,0,0.6931471805599453,32600
2011,2,326,0,0,0,0.6931471805599453,32600
1998,2,326,0,0,0,0.6931471805599453,32600
2022,2,326,0,1,0,0.6931471805599453,32600
1999,1,326,0,0,0,0.0,32600
2001,1,326,0,0,0,0.0,32600
1994,1,326,0,0,0,0.0,32600
2020,1,326,0,1,0,0.0,32600
2004,27,40.01,0,0,0,3.295836866004329,4001
2019,8,40.01,0,0,0,2.0794415416798357,4001
2012,7,40.01,0,0,0,1.9459101490553132,4001
2005,7,40.01,0,0,0,1.9459101490553132,4001
2006,6,40.01,0,0,0,1.791759469228055,4001
2018,5,40.01,0,0,0,1.6094379124341003,4001
2011,5,40.01,0,0,0,1.6094379124341003,4001
2008,5,40.01,0,0,0,1.6094379124341003,4001
2010,5,40.01,0,0,0,1.6094379124341003,4001
2014,4,40.01,0,0,0,1.3862943611198906,4001
2003,4,40.01,0,0,0,1.3862943611198906,4001
2009,4,40.01,0,0,0,1.3862943611198906,4001
2007,4,40.01,0,0,0,1.3862943611198906,4001
2021,4,40.01,0,1,0,1.3862943611198906,4001
2002,3,40.01,0,0,0,1.0986122886681098,4001
2015,3,40.01,0,0,0,1.0986122886681098,4001
2020,2,40.01,0,1,0,0.6931471805599453,4001
2001,2,40.01,0,0,0,0.6931471805599453,4001
1998,2,40.01,0,0,0,0.6931471805599453,4001
2013,2,40.01,0,0,0,0.6931471805599453,4001
2016,2,40.01,0,0,0,0.6931471805599453,4001
2017,2,40.01,0,0,0,0.6931471805599453,4001
2000,2,40.01,0,0,0,0.6931471805599453,4001
1999,1,40.01,0,0,0,0.0,4001
1996,1,40.01,0,0,0,0.0,4001
2022,1,40.01,0,1,0,0.0,4001
2004,28,383,0,0,0,3.332204510175204,38300
2005,22,383,0,0,0,3.091042453358316,38300
2015,13,383,0,0,0,2.5649493574615367,38300
2007,9,383,0,0,0,2.1972245773362196,38300
2018,9,383,0,0,0,2.1972245773362196,38300
2013,8,383,0,0,0,2.0794415416798357,38300
2002,8,383,0,0,0,2.0794415416798357,38300
2006,8,383,0,0,0,2.0794415416798357,38300
2010,8,383,0,0,0,2.0794415416798357,38300
2011,7,383,0,0,0,1.9459101490553132,38300
2003,7,383,0,0,0,1.9459101490553132,38300
2014,7,383,0,0,0,1.9459101490553132,38300
2016,6,383,0,0,0,1.791759469228055,38300
2017,6,383,0,0,0,1.791759469228055,38300
2008,4,383,0,0,0,1.3862943611198906,38300
2001,4,383,0,0,0,1.3862943611198906,38300
2019,4,383,0,0,0,1.3862943611198906,38300
2021,4,383,0,1,0,1.3862943611198906,38300
2009,3,383,0,0,0,1.0986122886681098,38300
2012,3,383,0,0,0,1.0986122886681098,38300
2020,3,383,0,1,0,1.0986122886681098,38300
2000,2,383,0,0,0,0.6931471805599453,38300
1998,1,383,0,0,0,0.0,38300
1999,1,383,0,0,0,0.0,38300
2022,1,383,0,1,0,0.0,38300
2004,42,283,0,0,0,3.7376696182833684,28300
2005,19,283,0,0,0,2.9444389791664403,28300
2010,10,283,0,0,0,2.302585092994046,28300
2003,8,283,0,0,0,2.0794415416798357,28300
2018,8,283,0,0,0,2.0794415416798357,28300
2006,8,283,0,0,0,2.0794415416798357,28300
2001,7,283,0,0,0,1.9459101490553132,28300
2020,6,283,0,1,0,1.791759469228055,28300
2019,6,283,0,0,0,1.791759469228055,28300
2015,6,283,0,0,0,1.791759469228055,28300
2014,6,283,0,0,0,1.791759469228055,28300
2011,6,283,0,0,0,1.791759469228055,28300
2013,5,283,0,0,0,1.6094379124341003,28300
2002,5,283,0,0,0,1.6094379124341003,28300
2007,5,283,0,0,0,1.6094379124341003,28300
2021,4,283,0,1,0,1.3862943611198906,28300
2008,4,283,0,0,0,1.3862943611198906,28300
2012,3,283,0,0,0,1.0986122886681098,28300
2016,3,283,0,0,0,1.0986122886681098,28300
2017,3,283,0,0,0,1.0986122886681098,28300
1999,2,283,0,0,0,0.6931471805599453,28300
2009,2,283,0,0,0,0.6931471805599453,28300
1998,1,283,0,0,0,0.0,28300
1997,1,283,0,0,0,0.0,28300
2000,1,283,0,0,0,0.0,28300
2004,31,160,0,0,0,3.4339872044851463,16000
2017,14,160,0,0,0,2.6390573296152584,16000
2005,10,160,0,0,0,2.302585092994046,16000
2016,9,160,0,0,0,2.1972245773362196,16000
2013,9,160,0,0,0,2.1972245773362196,16000
2018,8,160,0,0,0,2.0794415416798357,16000
2010,8,160,0,0,0,2.0794415416798357,16000
2008,7,160,0,0,0,1.9459101490553132,16000
2011,7,160,0,0,0,1.9459101490553132,16000
2012,7,160,0,0,0,1.9459101490553132,16000
2003,7,160,0,0,0,1.9459101490553132,16000
2014,6,160,0,0,0,1.791759469228055,16000
2002,5,160,0,0,0,1.6094379124341003,16000
2021,4,160,0,1,0,1.3862943611198906,16000
2006,4,160,0,0,0,1.3862943611198906,16000
2019,4,160,0,0,0,1.3862943611198906,16000
2007,3,160,0,0,0,1.0986122886681098,16000
2000,3,160,0,0,0,1.0986122886681098,16000
2015,3,160,0,0,0,1.0986122886681098,16000
1999,3,160,0,0,0,1.0986122886681098,16000
2009,2,160,0,0,0,0.6931471805599453,16000
2001,2,160,0,0,0,0.6931471805599453,16000
2020,2,160,0,1,0,0.6931471805599453,16000
1998,1,160,0,0,0,0.0,16000
2022,1,160,0,1,0,0.0,16000
2004,5,118,0,0,0,1.6094379124341003,11800
2018,4,118,0,0,0,1.3862943611198906,11800
2020,3,118,0,1,0,1.0986122886681098,11800
2012,2,118,0,0,0,0.6931471805599453,11800
2002,2,118,0,0,0,0.6931471805599453,11800
2017,2,118,0,0,0,0.6931471805599453,11800
2015,1,118,0,0,0,0.0,11800
2021,1,118,0,1,0,0.0,11800
2019,1,118,0,0,0,0.0,11800
2016,1,118,0,0,0,0.0,11800
2001,1,118,0,0,0,0.0,11800
2013,1,118,0,0,0,0.0,11800
2000,1,118,0,0,0,0.0,11800
2011,1,118,0,0,0,0.0,11800
2010,1,118,0,0,0,0.0,11800
2008,1,118,0,0,0,0.0,11800
1996,1,118,0,0,0,0.0,11800
2003,1,118,0,0,0,0.0,11800
2022,1,118,0,1,0,0.0,11800
2010,37,9807,0,0,0,3.6109179126442243,980700
2004,35,9807,0,0,0,3.5553480614894135,980700
2005,25,9807,0,0,0,3.2188758248682006,980700
2006,15,9807,0,0,0,2.70805020110221,980700
2009,11,9807,0,0,0,2.3978952727983707,980700
2012,7,9807,0,0,0,1.9459101490553132,980700
2017,7,9807,0,0,0,1.9459101490553132,980700
2003,6,9807,0,0,0,1.791759469228055,980700
2019,6,9807,0,0,0,1.791759469228055,980700
2011,5,9807,0,0,0,1.6094379124341003,980700
2008,4,9807,0,0,0,1.3862943611198906,980700
2014,4,9807,0,0,0,1.3862943611198906,980700
2015,4,9807,0,0,0,1.3862943611198906,980700
2007,4,9807,0,0,0,1.3862943611198906,980700
2018,4,9807,0,0,0,1.3862943611198906,980700
2020,4,9807,0,1,0,1.3862943611198906,980700
2021,4,9807,0,1,0,1.3862943611198906,980700
2002,3,9807,0,0,0,1.0986122886681098,980700
2022,2,9807,0,1,0,0.6931471805599453,980700
2013,1,9807,0,0,0,0.0,980700
2016,1,9807,0,0,0,0.0,980700
2004,16,72,0,0,0,2.772588722239781,7200
2005,12,72,0,0,0,2.4849066497880004,7200
2011,5,72,0,0,0,1.6094379124341003,7200
2002,4,72,0,0,0,1.3862943611198906,7200
2019,4,72,0,0,0,1.3862943611198906,7200
2018,4,72,0,0,0,1.3862943611198906,7200
2017,4,72,0,0,0,1.3862943611198906,7200
2006,4,72,0,0,0,1.3862943611198906,7200
2008,4,72,0,0,0,1.3862943611198906,7200
2014,4,72,0,0,0,1.3862943611198906,7200
2001,3,72,0,0,0,1.0986122886681098,7200
2015,3,72,0,0,0,1.0986122886681098,7200
2013,2,72,0,0,0,0.6931471805599453,7200
2021,2,72,0,1,0,0.6931471805599453,7200
2010,2,72,0,0,0,0.6931471805599453,7200
2012,2,72,0,0,0,0.6931471805599453,7200
2007,2,72,0,0,0,0.6931471805599453,7200
1998,2,72,0,0,0,0.6931471805599453,7200
2003,1,72,0,0,0,0.0,7200
2000,1,72,0,0,0,0.0,7200
1996,1,72,0,0,0,0.0,7200
2022,1,72,0,1,0,0.0,7200
2004,14,156,0,0,0,2.6390573296152584,15600
2005,13,156,0,0,0,2.5649493574615367,15600
2003,8,156,0,0,0,2.0794415416798357,15600
2021,6,156,0,1,0,1.791759469228055,15600
2010,4,156,0,0,0,1.3862943611198906,15600
2006,4,156,0,0,0,1.3862943611198906,15600
2007,4,156,0,0,0,1.3862943611198906,15600
2014,3,156,0,0,0,1.0986122886681098,15600
2019,3,156,0,0,0,1.0986122886681098,15600
2018,3,156,0,0,0,1.0986122886681098,15600
2017,3,156,0,0,0,1.0986122886681098,15600
2016,3,156,0,0,0,1.0986122886681098,15600
2013,3,156,0,0,0,1.0986122886681098,15600
1999,3,156,0,0,0,1.0986122886681098,15600
2008,2,156,0,0,0,0.6931471805599453,15600
2020,2,156,0,1,0,0.6931471805599453,15600
2000,1,156,0,0,0,0.0,15600
2011,1,156,0,0,0,0.0,15600
1997,1,156,0,0,0,0.0,15600
2015,1,156,0,0,0,0.0,15600
2009,1,156,0,0,0,0.0,15600
2001,1,156,0,0,0,0.0,15600
2004,10,330,0,0,0,2.302585092994046,33000
2005,8,330,0,0,0,2.0794415416798357,33000
2019,6,330,0,0,0,1.791759469228055,33000
2003,5,330,0,0,0,1.6094379124341003,33000
2016,5,330,0,0,0,1.6094379124341003,33000
2015,5,330,0,0,0,1.6094379124341003,33000
2018,4,330,0,0,0,1.3862943611198906,33000
2014,3,330,0,0,0,1.0986122886681098,33000
2001,3,330,0,0,0,1.0986122886681098,33000
2006,3,330,0,0,0,1.0986122886681098,33000
2021,2,330,0,1,0,0.6931471805599453,33000
2020,2,330,0,1,0,0.6931471805599453,33000
2017,2,330,0,0,0,0.6931471805599453,33000
2022,2,330,0,1,0,0.6931471805599453,33000
2012,2,330,0,0,0,0.6931471805599453,33000
2009,2,330,0,0,0,0.6931471805599453,33000
2008,2,330,0,0,0,0.6931471805599453,33000
2007,2,330,0,0,0,0.6931471805599453,33000
2002,2,330,0,0,0,0.6931471805599453,33000
2000,1,330,0,0,0,0.0,33000
2011,1,330,0,0,0,0.0,33000
2004,36,376,1,0,0,3.58351893845611,37600
2005,19,376,1,0,0,2.9444389791664403,37600
2020,12,376,1,1,1,2.4849066497880004,37600
2019,12,376,1,0,0,2.4849066497880004,37600
2018,9,376,1,0,0,2.1972245773362196,37600
2017,9,376,1,0,0,2.1972245773362196,37600
2008,8,376,1,0,0,2.0794415416798357,37600
2014,7,376,1,0,0,1.9459101490553132,37600
2010,7,376,1,0,0,1.9459101490553132,37600
2021,7,376,1,1,1,1.9459101490553132,37600
2006,6,376,1,0,0,1.791759469228055,37600
2013,6,376,1,0,0,1.791759469228055,37600
2007,5,376,1,0,0,1.6094379124341003,37600
2011,5,376,1,0,0,1.6094379124341003,37600
2016,5,376,1,0,0,1.6094379124341003,37600
2002,5,376,1,0,0,1.6094379124341003,37600
2009,4,376,1,0,0,1.3862943611198906,37600
2003,4,376,1,0,0,1.3862943611198906,37600
2015,3,376,1,0,0,1.0986122886681098,37600
2001,3,376,1,0,0,1.0986122886681098,37600
2012,2,376,1,0,0,0.6931471805599453,37600
1996,1,376,1,0,0,0.0,37600
2000,1,376,1,0,0,0.0,37600
1999,1,376,1,0,0,0.0,37600
2004,84,1,1,0,0,4.430816798843313,100
2018,56,1,1,0,0,4.02535169073515,100
2015,44,1,1,0,0,3.784189633918261,100
2005,35,1,1,0,0,3.5553480614894135,100
2014,26,1,1,0,0,3.258096538021482,100
2019,23,1,1,0,0,3.1354942159291497,100
2017,21,1,1,0,0,3.044522437723423,100
2003,20,1,1,0,0,2.995732273553991,100
2016,17,1,1,0,0,2.833213344056216,100
2010,17,1,1,0,0,2.833213344056216,100
2011,16,1,1,0,0,2.772588722239781,100
2013,15,1,1,0,0,2.70805020110221,100
2006,15,1,1,0,0,2.70805020110221,100
2007,14,1,1,0,0,2.6390573296152584,100
2012,14,1,1,0,0,2.6390573296152584,100
2002,12,1,1,0,0,2.4849066497880004,100
2021,12,1,1,1,1,2.4849066497880004,100
2008,11,1,1,0,0,2.3978952727983707,100
2009,9,1,1,0,0,2.1972245773362196,100
2022,8,1,1,1,1,2.0794415416798357,100
2020,7,1,1,1,1,1.9459101490553132,100
2001,6,1,1,0,0,1.791759469228055,100
1997,1,1,1,0,0,0.0,100
2000,1,1,1,0,0,0.0,100
1994,1,1,1,0,0,0.0,100
1998,1,1,1,0,0,0.0,100
2004,24,313,0,0,0,3.1780538303479458,31300
2005,9,313,0,0,0,2.1972245773362196,31300
2015,9,313,0,0,0,2.1972245773362196,31300
2006,6,313,0,0,0,1.791759469228055,31300
2010,6,313,0,0,0,1.791759469228055,31300
2011,5,313,0,0,0,1.6094379124341003,31300
2003,5,313,0,0,0,1.6094379124341003,31300
2007,5,313,0,0,0,1.6094379124341003,31300
2001,4,313,0,0,0,1.3862943611198906,31300
2019,4,313,0,0,0,1.3862943611198906,31300
2018,4,313,0,0,0,1.3862943611198906,31300
2008,4,313,0,0,0,1.3862943611198906,31300
2013,4,313,0,0,0,1.3862943611198906,31300
2014,3,313,0,0,0,1.0986122886681098,31300
2016,3,313,0,0,0,1.0986122886681098,31300
2022,3,313,0,1,0,1.0986122886681098,31300
2012,3,313,0,0,0,1.0986122886681098,31300
2009,2,313,0,0,0,0.6931471805599453,31300
2017,2,313,0,0,0,0.6931471805599453,31300
2021,2,313,0,1,0,0.6931471805599453,31300
1999,1,313,0,0,0,0.0,31300
2002,1,313,0,0,0,0.0,31300
2020,1,313,0,1,0,0.0,31300
1998,1,313,0,0,0,0.0,31300
2004,48,300,0,0,0,3.871201010907891,30000
2005,23,300,0,0,0,3.1354942159291497,30000
2006,11,300,0,0,0,2.3978952727983707,30000
2011,11,300,0,0,0,2.3978952727983707,30000
2018,10,300,0,0,0,2.302585092994046,30000
2016,10,300,0,0,0,2.302585092994046,30000
2003,10,300,0,0,0,2.302585092994046,30000
2008,10,300,0,0,0,2.302585092994046,30000
2015,9,300,0,0,0,2.1972245773362196,30000
2010,9,300,0,0,0,2.1972245773362196,30000
2009,8,300,0,0,0,2.0794415416798357,30000
2012,8,300,0,0,0,2.0794415416798357,30000
2017,8,300,0,0,0,2.0794415416798357,30000
2007,7,300,0,0,0,1.9459101490553132,30000
2019,7,300,0,0,0,1.9459101490553132,30000
2002,6,300,0,0,0,1.791759469228055,30000
2020,6,300,0,1,0,1.791759469228055,30000
2021,6,300,0,1,0,1.791759469228055,30000
2013,5,300,0,0,0,1.6094379124341003,30000
2000,4,300,0,0,0,1.3862943611198906,30000
1999,3,300,0,0,0,1.0986122886681098,30000
2001,3,300,0,0,0,1.0986122886681098,30000
2014,2,300,0,0,0,0.6931471805599453,30000
1994,1,300,0,0,0,0.0,30000
1997,1,300,0,0,0,0.0,30000
2004,13,380,0,0,0,2.5649493574615367,38000
2003,6,380,0,0,0,1.791759469228055,38000
2005,4,380,0,0,0,1.3862943611198906,38000
2006,4,380,0,0,0,1.3862943611198906,38000
2017,4,380,0,0,0,1.3862943611198906,38000
2015,4,380,0,0,0,1.3862943611198906,38000
2019,3,380,0,0,0,1.0986122886681098,38000
2008,3,380,0,0,0,1.0986122886681098,38000
2016,3,380,0,0,0,1.0986122886681098,38000
2002,3,380,0,0,0,1.0986122886681098,38000
2014,2,380,0,0,0,0.6931471805599453,38000
2021,2,380,0,1,0,0.6931471805599453,38000
2013,2,380,0,0,0,0.6931471805599453,38000
2012,1,380,0,0,0,0.0,38000
2009,1,380,0,0,0,0.0,38000
2007,1,380,0,0,0,0.0,38000
2018,1,380,0,0,0,0.0,38000
2001,1,380,0,0,0,0.0,38000
2020,1,380,0,1,0,0.0,38000
2011,1,380,0,0,0,0.0,38000
2004,31,274.01,0,0,0,3.4339872044851463,27401
2005,15,274.01,0,0,0,2.70805020110221,27401
2010,9,274.01,0,0,0,2.1972245773362196,27401
2017,9,274.01,0,0,0,2.1972245773362196,27401
2003,8,274.01,0,0,0,2.0794415416798357,27401
2014,7,274.01,0,0,0,1.9459101490553132,27401
2013,7,274.01,0,0,0,1.9459101490553132,27401
2006,6,274.01,0,0,0,1.791759469228055,27401
2008,6,274.01,0,0,0,1.791759469228055,27401
2016,6,274.01,0,0,0,1.791759469228055,27401
2018,6,274.01,0,0,0,1.791759469228055,27401
2021,5,274.01,0,1,0,1.6094379124341003,27401
2002,5,274.01,0,0,0,1.6094379124341003,27401
2007,4,274.01,0,0,0,1.3862943611198906,27401
2019,4,274.01,0,0,0,1.3862943611198906,27401
2012,4,274.01,0,0,0,1.3862943611198906,27401
2015,3,274.01,0,0,0,1.0986122886681098,27401
2001,3,274.01,0,0,0,1.0986122886681098,27401
2011,3,274.01,0,0,0,1.0986122886681098,27401
2009,2,274.01,0,0,0,0.6931471805599453,27401
2000,2,274.01,0,0,0,0.6931471805599453,27401
1997,2,274.01,0,0,0,0.6931471805599453,27401
2022,2,274.01,0,1,0,0.6931471805599453,27401
1996,1,274.01,0,0,0,0.0,27401
1999,1,274.01,0,0,0,0.0,27401
2020,1,274.01,0,1,0,0.0,27401
1998,1,274.01,0,0,0,0.0,27401
2004,4,279.02,0,0,0,1.3862943611198906,27902
2014,4,279.02,0,0,0,1.3862943611198906,27902
2006,3,279.02,0,0,0,1.0986122886681098,27902
2018,3,279.02,0,0,0,1.0986122886681098,27902
1997,2,279.02,0,0,0,0.6931471805599453,27902
2007,2,279.02,0,0,0,0.6931471805599453,27902
2009,2,279.02,0,0,0,0.6931471805599453,27902
2013,2,279.02,0,0,0,0.6931471805599453,27902
2000,1,279.02,0,0,0,0.0,27902
2003,1,279.02,0,0,0,0.0,27902
2001,1,279.02,0,0,0,0.0,27902
2002,1,279.02,0,0,0,0.0,27902
2008,1,279.02,0,0,0,0.0,27902
2012,1,279.02,0,0,0,0.0,27902
2011,1,279.02,0,0,0,0.0,27902
2022,1,279.02,0,1,0,0.0,27902
2004,8,279.01,0,0,0,2.0794415416798357,27901
2021,4,279.01,0,1,0,1.3862943611198906,27901
2007,4,279.01,0,0,0,1.3862943611198906,27901
2013,3,279.01,0,0,0,1.0986122886681098,27901
2001,3,279.01,0,0,0,1.0986122886681098,27901
2003,3,279.01,0,0,0,1.0986122886681098,27901
2008,2,279.01,0,0,0,0.6931471805599453,27901
2011,2,279.01,0,0,0,0.6931471805599453,27901
2015,2,279.01,0,0,0,0.6931471805599453,27901
2019,2,279.01,0,0,0,0.6931471805599453,27901
2012,2,279.01,0,0,0,0.6931471805599453,27901
2006,1,279.01,0,0,0,0.0,27901
2010,1,279.01,0,0,0,0.0,27901
2005,1,279.01,0,0,0,0.0,27901
2014,1,279.01,0,0,0,0.0,27901
2018,1,279.01,0,0,0,0.0,27901
2017,1,279.01,0,0,0,0.0,27901
2004,9,329,0,0,0,2.1972245773362196,32900
2005,6,329,0,0,0,1.791759469228055,32900
2011,5,329,0,0,0,1.6094379124341003,32900
2003,5,329,0,0,0,1.6094379124341003,32900
2006,3,329,0,0,0,1.0986122886681098,32900
2018,3,329,0,0,0,1.0986122886681098,32900
2014,3,329,0,0,0,1.0986122886681098,32900
2015,3,329,0,0,0,1.0986122886681098,32900
