year,Close-down,census_track,is_cbd,post_covid,DID,close_ln,census
2017,5,316,0,0,0,1.6094379124341003,31600
2015,4,316,0,0,0,1.3862943611198906,31600
2021,4,316,0,1,0,1.3862943611198906,31600
2018,3,316,0,0,0,1.0986122886681098,31600
2008,2,316,0,0,0,0.6931471805599453,31600
2006,2,316,0,0,0,0.6931471805599453,31600
2014,2,316,0,0,0,0.6931471805599453,31600
2020,2,316,0,1,0,0.6931471805599453,31600
2016,1,316,0,0,0,0.0,31600
2007,1,316,0,0,0,0.0,31600
2013,1,316,0,0,0,0.0,31600
2010,1,316,0,0,0,0.0,31600
2019,1,316,0,0,0,0.0,31600
2012,11,60,0,0,0,2.3978952727983707,6000
2018,6,60,0,0,0,1.791759469228055,6000
2015,5,60,0,0,0,1.6094379124341003,6000
2020,4,60,0,1,0,1.3862943611198906,6000
2007,4,60,0,0,0,1.3862943611198906,6000
2011,3,60,0,0,0,1.0986122886681098,6000
2017,3,60,0,0,0,1.0986122886681098,6000
2016,3,60,0,0,0,1.0986122886681098,6000
2005,2,60,0,0,0,0.6931471805599453,6000
2014,2,60,0,0,0,0.6931471805599453,6000
2021,2,60,0,1,0,0.6931471805599453,6000
2010,1,60,0,0,0,0.0,6000
2008,1,60,0,0,0,0.0,6000
2009,1,60,0,0,0,0.0,6000
2022,1,60,0,1,0,0.0,6000
2012,23,133,1,0,0,3.1354942159291497,13300
2021,14,133,1,1,1,2.6390573296152584,13300
2015,8,133,1,0,0,2.0794415416798357,13300
2016,6,133,1,0,0,1.791759469228055,13300
2020,5,133,1,1,1,1.6094379124341003,13300
2011,4,133,1,0,0,1.3862943611198906,13300
2017,4,133,1,0,0,1.3862943611198906,13300
2019,4,133,1,0,0,1.3862943611198906,13300
2018,3,133,1,0,0,1.0986122886681098,13300
2007,1,133,1,0,0,0.0,13300
2005,1,133,1,0,0,0.0,13300
2010,1,133,1,0,0,0.0,13300
2008,1,133,1,0,0,0.0,13300
2013,1,133,1,0,0,0.0,13300
2022,1,133,1,1,1,0.0,13300
2006,1,129,1,0,0,0.0,12900
2012,1,129,1,0,0,0.0,12900
2016,1,129,1,0,0,0.0,12900
2009,1,129,1,0,0,0.0,12900
2020,1,129,1,1,1,0.0,12900
2015,1,129,1,0,0,0.0,12900
2018,1,129,1,0,0,0.0,12900
2012,7,319,0,0,0,1.9459101490553132,31900
2020,2,319,0,1,0,0.6931471805599453,31900
2011,2,319,0,0,0,0.6931471805599453,31900
2016,2,319,0,0,0,0.6931471805599453,31900
2018,2,319,0,0,0,0.6931471805599453,31900
2015,1,319,0,0,0,0.0,31900
2013,1,319,0,0,0,0.0,31900
2021,1,319,0,1,0,0.0,31900
2017,1,319,0,0,0,0.0,31900
2012,26,278,0,0,0,3.258096538021482,27800
2020,8,278,0,1,0,2.0794415416798357,27800
2015,7,278,0,0,0,1.9459101490553132,27800
2021,5,278,0,1,0,1.6094379124341003,27800
2017,4,278,0,0,0,1.3862943611198906,27800
2009,3,278,0,0,0,1.0986122886681098,27800
2016,3,278,0,0,0,1.0986122886681098,27800
2010,3,278,0,0,0,1.0986122886681098,27800
2018,3,278,0,0,0,1.0986122886681098,27800
2022,3,278,0,1,0,1.0986122886681098,27800
2011,2,278,0,0,0,0.6931471805599453,27800
2019,2,278,0,0,0,0.6931471805599453,27800
2005,1,278,0,0,0,0.0,27800
2014,1,278,0,0,0,0.0,27800
2012,4,219,0,0,0,1.3862943611198906,21900
2020,3,219,0,1,0,1.0986122886681098,21900
2005,1,219,0,0,0,0.0,21900
2014,1,219,0,0,0,0.0,21900
2016,1,219,0,0,0,0.0,21900
2021,1,219,0,1,0,0.0,21900
2012,23,63,0,0,0,3.1354942159291497,6300
2021,8,63,0,1,0,2.0794415416798357,6300
2019,7,63,0,0,0,1.9459101490553132,6300
2015,6,63,0,0,0,1.791759469228055,6300
2018,5,63,0,0,0,1.6094379124341003,6300
2020,5,63,0,1,0,1.6094379124341003,6300
2016,5,63,0,0,0,1.6094379124341003,6300
2009,4,63,0,0,0,1.3862943611198906,6300
2017,4,63,0,0,0,1.3862943611198906,6300
2007,3,63,0,0,0,1.0986122886681098,6300
2010,2,63,0,0,0,0.6931471805599453,6300
2006,1,63,0,0,0,0.0,6300
2005,1,63,0,0,0,0.0,6300
2013,1,63,0,0,0,0.0,6300
2014,1,63,0,0,0,0.0,6300
2011,1,63,0,0,0,0.0,6300
2022,1,63,0,1,0,0.0,6300
2012,5,311.02,0,0,0,1.6094379124341003,31102
2020,2,311.02,0,1,0,0.6931471805599453,31102
2015,2,311.02,0,0,0,0.6931471805599453,31102
2017,2,311.02,0,0,0,0.6931471805599453,31102
2006,1,311.02,0,0,0,0.0,31102
2005,1,311.02,0,0,0,0.0,31102
2016,1,311.02,0,0,0,0.0,31102
2008,1,311.02,0,0,0,0.0,31102
2009,1,311.02,0,0,0,0.0,31102
2013,1,311.02,0,0,0,0.0,31102
2021,1,311.02,0,1,0,0.0,31102
2012,7,358,0,0,0,1.9459101490553132,35800
2021,2,358,0,1,0,0.6931471805599453,35800
2020,2,358,0,1,0,0.6931471805599453,35800
2007,1,358,0,0,0,0.0,35800
2010,1,358,0,0,0,0.0,35800
2016,1,358,0,0,0,0.0,35800
2018,1,358,0,0,0,0.0,35800
2019,1,358,0,0,0,0.0,35800
2022,1,358,0,1,0,0.0,35800
2012,7,265,0,0,0,1.9459101490553132,26500
2009,2,265,0,0,0,0.6931471805599453,26500
2015,2,265,0,0,0,0.6931471805599453,26500
2020,2,265,0,1,0,0.6931471805599453,26500
2006,1,265,0,0,0,0.0,26500
2008,1,265,0,0,0,0.0,26500
2005,1,265,0,0,0,0.0,26500
2007,1,265,0,0,0,0.0,26500
2010,1,265,0,0,0,0.0,26500
2021,1,265,0,1,0,0.0,26500
2011,1,265,0,0,0,0.0,26500
2017,1,265,0,0,0,0.0,26500
2014,1,265,0,0,0,0.0,26500
2018,1,265,0,0,0,0.0,26500
2022,1,265,0,1,0,0.0,26500
2012,13,42.01,0,0,0,2.5649493574615367,4201
2008,4,42.01,0,0,0,1.3862943611198906,4201
2020,4,42.01,0,1,0,1.3862943611198906,4201
2021,4,42.01,0,1,0,1.3862943611198906,4201
2017,3,42.01,0,0,0,1.0986122886681098,4201
2007,2,42.01,0,0,0,0.6931471805599453,4201
2011,2,42.01,0,0,0,0.6931471805599453,4201
2018,2,42.01,0,0,0,0.6931471805599453,4201
2015,2,42.01,0,0,0,0.6931471805599453,4201
2019,2,42.01,0,0,0,0.6931471805599453,4201
2013,1,42.01,0,0,0,0.0,4201
2014,1,42.01,0,0,0,0.0,4201
2022,1,42.01,0,1,0,0.0,4201
2010,1,337,0,0,0,0.0,33700
2008,1,337,0,0,0,0.0,33700
2014,1,337,0,0,0,0.0,33700
2018,1,337,0,0,0,0.0,33700
2017,1,337,0,0,0,0.0,33700
2021,1,337,0,1,0,0.0,33700
2018,5,261,0,0,0,1.6094379124341003,26100
2012,4,261,0,0,0,1.3862943611198906,26100
2015,2,261,0,0,0,0.6931471805599453,26100
2017,1,261,0,0,0,0.0,26100
2007,1,261,0,0,0,0.0,26100
2021,1,261,0,1,0,0.0,26100
2016,1,261,0,0,0,0.0,26100
2011,1,261,0,0,0,0.0,26100
2009,1,261,0,0,0,0.0,26100
2019,1,261,0,0,0,0.0,26100
2012,21,14,1,0,0,3.044522437723423,1400
2020,6,14,1,1,1,1.791759469228055,1400
2018,6,14,1,0,0,1.791759469228055,1400
2016,5,14,1,0,0,1.6094379124341003,1400
2011,4,14,1,0,0,1.3862943611198906,1400
2015,4,14,1,0,0,1.3862943611198906,1400
2014,4,14,1,0,0,1.3862943611198906,1400
2010,3,14,1,0,0,1.0986122886681098,1400
2019,3,14,1,0,0,1.0986122886681098,1400
2017,2,14,1,0,0,0.6931471805599453,1400
2021,2,14,1,1,1,0.6931471805599453,1400
2005,1,14,1,0,0,0.0,1400
2007,1,14,1,0,0,0.0,1400
2008,1,14,1,0,0,0.0,1400
2013,1,14,1,0,0,0.0,1400
2012,5,237,0,0,0,1.6094379124341003,23700
2015,3,237,0,0,0,1.0986122886681098,23700
2016,3,237,0,0,0,1.0986122886681098,23700
2019,3,237,0,0,0,1.0986122886681098,23700
2007,2,237,0,0,0,0.6931471805599453,23700
2020,1,237,0,1,0,0.0,23700
2021,1,237,0,1,0,0.0,23700
2012,4,353.01,0,0,0,1.3862943611198906,35301
2017,4,353.01,0,0,0,1.3862943611198906,35301
2021,4,353.01,0,1,0,1.3862943611198906,35301
2019,3,353.01,0,0,0,1.0986122886681098,35301
2018,1,353.01,0,0,0,0.0,35301
2010,1,353.01,0,0,0,0.0,35301
2008,1,353.01,0,0,0,0.0,35301
2013,1,353.01,0,0,0,0.0,35301
2015,1,353.01,0,0,0,0.0,35301
2011,1,353.01,0,0,0,0.0,35301
2016,1,353.01,0,0,0,0.0,35301
2018,2,217,0,0,0,0.6931471805599453,21700
2012,2,217,0,0,0,0.6931471805599453,21700
2017,1,217,0,0,0,0.0,21700
2016,1,217,0,0,0,0.0,21700
2021,1,217,0,1,0,0.0,21700
2020,1,217,0,1,0,0.0,21700
2012,37,363.01,0,0,0,3.6109179126442243,36301
2016,11,363.01,0,0,0,2.3978952727983707,36301
2021,11,363.01,0,1,0,2.3978952727983707,36301
2015,9,363.01,0,0,0,2.1972245773362196,36301
2018,7,363.01,0,0,0,1.9459101490553132,36301
2020,7,363.01,0,1,0,1.9459101490553132,36301
2017,7,363.01,0,0,0,1.9459101490553132,36301
2019,6,363.01,0,0,0,1.791759469228055,36301
2011,6,363.01,0,0,0,1.791759469228055,36301
2006,3,363.01,0,0,0,1.0986122886681098,36301
2009,3,363.01,0,0,0,1.0986122886681098,36301
2008,3,363.01,0,0,0,1.0986122886681098,36301
2014,2,363.01,0,0,0,0.6931471805599453,36301
2010,1,363.01,0,0,0,0.0,36301
2013,1,363.01,0,0,0,0.0,36301
2022,1,363.01,0,1,0,0.0,36301
2012,7,94,0,0,0,1.9459101490553132,9400
2020,3,94,0,1,0,1.0986122886681098,9400
2015,3,94,0,0,0,1.0986122886681098,9400
2007,2,94,0,0,0,0.6931471805599453,9400
2009,2,94,0,0,0,0.6931471805599453,9400
2021,2,94,0,1,0,0.6931471805599453,9400
2013,1,94,0,0,0,0.0,9400
2006,1,94,0,0,0,0.0,9400
2017,1,94,0,0,0,0.0,9400
2010,1,94,0,0,0,0.0,9400
2016,1,94,0,0,0,0.0,9400
2022,1,94,0,1,0,0.0,9400
2015,6,384,0,0,0,1.791759469228055,38400
2009,6,384,0,0,0,1.791759469228055,38400
2020,6,384,0,1,0,1.791759469228055,38400
2012,6,384,0,0,0,1.791759469228055,38400
2016,4,384,0,0,0,1.3862943611198906,38400
2018,4,384,0,0,0,1.3862943611198906,38400
2021,2,384,0,1,0,0.6931471805599453,38400
2019,2,384,0,0,0,0.6931471805599453,38400
2006,1,384,0,0,0,0.0,38400
2007,1,384,0,0,0,0.0,38400
2014,1,384,0,0,0,0.0,38400
2011,1,384,0,0,0,0.0,38400
2017,1,384,0,0,0,0.0,38400
2012,19,10.01,1,0,0,2.9444389791664403,1001
2020,8,10.01,1,1,1,2.0794415416798357,1001
2015,7,10.01,1,0,0,1.9459101490553132,1001
2021,5,10.01,1,1,1,1.6094379124341003,1001
2014,4,10.01,1,0,0,1.3862943611198906,1001
2013,4,10.01,1,0,0,1.3862943611198906,1001
2019,3,10.01,1,0,0,1.0986122886681098,1001
2009,2,10.01,1,0,0,0.6931471805599453,1001
2016,2,10.01,1,0,0,0.6931471805599453,1001
2005,1,10.01,1,0,0,0.0,1001
2010,1,10.01,1,0,0,0.0,1001
2011,1,10.01,1,0,0,0.0,1001
2018,1,10.01,1,0,0,0.0,1001
2017,1,10.01,1,0,0,0.0,1001
2012,6,12.01,1,0,0,1.791759469228055,1201
2018,3,12.01,1,0,0,1.0986122886681098,1201
2015,2,12.01,1,0,0,0.6931471805599453,1201
2021,2,12.01,1,1,1,0.6931471805599453,1201
2017,2,12.01,1,0,0,0.6931471805599453,1201
2014,1,12.01,1,0,0,0.0,1201
2016,1,12.01,1,0,0,0.0,1201
2019,1,12.01,1,0,0,0.0,1201
2012,4,375,0,0,0,1.3862943611198906,37500
2019,2,375,0,0,0,0.6931471805599453,37500
2021,2,375,0,1,0,0.6931471805599453,37500
2017,2,375,0,0,0,0.6931471805599453,37500
2018,2,375,0,0,0,0.6931471805599453,37500
2009,1,375,0,0,0,0.0,37500
2010,1,375,0,0,0,0.0,37500
2014,1,375,0,0,0,0.0,37500
2011,1,375,0,0,0,0.0,37500
2015,1,375,0,0,0,0.0,37500
2020,1,375,0,1,0,0.0,37500
2022,1,375,0,1,0,0.0,37500
2012,16,102,0,0,0,2.772588722239781,10200
2020,3,102,0,1,0,1.0986122886681098,10200
2019,2,102,0,0,0,0.6931471805599453,10200
2008,2,102,0,0,0,0.6931471805599453,10200
2006,2,102,0,0,0,0.6931471805599453,10200
2007,2,102,0,0,0,0.6931471805599453,10200
2016,2,102,0,0,0,0.6931471805599453,10200
2005,1,102,0,0,0,0.0,10200
2011,1,102,0,0,0,0.0,10200
2009,1,102,0,0,0,0.0,10200
2017,1,102,0,0,0,0.0,10200
2018,1,102,0,0,0,0.0,10200
2021,1,102,0,1,0,0.0,10200
2012,14,119,0,0,0,2.6390573296152584,11900
2015,4,119,0,0,0,1.3862943611198906,11900
2017,4,119,0,0,0,1.3862943611198906,11900
2008,3,119,0,0,0,1.0986122886681098,11900
2021,3,119,0,1,0,1.0986122886681098,11900
2019,2,119,0,0,0,0.6931471805599453,11900
2018,2,119,0,0,0,0.6931471805599453,11900
2006,2,119,0,0,0,0.6931471805599453,11900
2010,2,119,0,0,0,0.6931471805599453,11900
2016,2,119,0,0,0,0.6931471805599453,11900
2013,1,119,0,0,0,0.0,11900
2007,1,119,0,0,0,0.0,11900
2019,5,315.02,0,0,0,1.6094379124341003,31502
2015,5,315.02,0,0,0,1.6094379124341003,31502
2020,5,315.02,0,1,0,1.6094379124341003,31502
2012,4,315.02,0,0,0,1.3862943611198906,31502
2018,4,315.02,0,0,0,1.3862943611198906,31502
2016,3,315.02,0,0,0,1.0986122886681098,31502
2009,2,315.02,0,0,0,0.6931471805599453,31502
2017,2,315.02,0,0,0,0.6931471805599453,31502
2011,2,315.02,0,0,0,0.6931471805599453,31502
2008,1,315.02,0,0,0,0.0,31502
2007,1,315.02,0,0,0,0.0,31502
2013,1,315.02,0,0,0,0.0,31502
2021,1,315.02,0,1,0,0.0,31502
2022,1,315.02,0,1,0,0.0,31502
2012,29,9.01,1,0,0,3.367295829986474,901
2018,10,9.01,1,0,0,2.302585092994046,901
2015,9,9.01,1,0,0,2.1972245773362196,901
2021,9,9.01,1,1,1,2.1972245773362196,901
2020,8,9.01,1,1,1,2.0794415416798357,901
2016,6,9.01,1,0,0,1.791759469228055,901
2011,4,9.01,1,0,0,1.3862943611198906,901
2019,3,9.01,1,0,0,1.0986122886681098,901
2010,2,9.01,1,0,0,0.6931471805599453,901
2007,2,9.01,1,0,0,0.6931471805599453,901
2014,2,9.01,1,0,0,0.6931471805599453,901
2013,2,9.01,1,0,0,0.6931471805599453,901
2006,1,9.01,1,0,0,0.0,901
2017,1,9.01,1,0,0,0.0,901
2022,1,9.01,1,1,1,0.0,901
2018,4,11.02,1,0,0,1.3862943611198906,1102
2016,1,11.02,1,0,0,0.0,1102
2012,1,11.02,1,0,0,0.0,1102
2009,1,11.02,1,0,0,0.0,1102
2021,1,11.02,1,1,1,0.0,1102
2010,1,11.02,1,0,0,0.0,1102
2017,1,11.02,1,0,0,0.0,1102
2012,9,267,0,0,0,2.1972245773362196,26700
2015,4,267,0,0,0,1.3862943611198906,26700
2009,3,267,0,0,0,1.0986122886681098,26700
2020,3,267,0,1,0,1.0986122886681098,26700
2016,2,267,0,0,0,0.6931471805599453,26700
2008,2,267,0,0,0,0.6931471805599453,26700
2011,2,267,0,0,0,0.6931471805599453,26700
2018,2,267,0,0,0,0.6931471805599453,26700
2006,1,267,0,0,0,0.0,26700
2007,1,267,0,0,0,0.0,26700
2010,1,267,0,0,0,0.0,26700
2021,1,267,0,1,0,0.0,26700
2013,1,267,0,0,0,0.0,26700
2017,1,267,0,0,0,0.0,26700
2019,1,267,0,0,0,0.0,26700
2010,4,308,0,0,0,1.3862943611198906,30800
2012,2,308,0,0,0,0.6931471805599453,30800
2018,2,308,0,0,0,0.6931471805599453,30800
2020,2,308,0,1,0,0.6931471805599453,30800
2021,2,308,0,1,0,0.6931471805599453,30800
2007,1,308,0,0,0,0.0,30800
2011,1,308,0,0,0,0.0,30800
2013,1,308,0,0,0,0.0,30800
2015,1,308,0,0,0,0.0,30800
2017,1,308,0,0,0,0.0,30800
2019,1,308,0,0,0,0.0,30800
2012,1,98,0,0,0,0.0,9800
2010,1,98,0,0,0,0.0,9800
2020,1,98,0,1,0,0.0,9800
2012,22,167.02,0,0,0,3.091042453358316,16702
2015,7,167.02,0,0,0,1.9459101490553132,16702
2020,5,167.02,0,1,0,1.6094379124341003,16702
2007,3,167.02,0,0,0,1.0986122886681098,16702
2017,3,167.02,0,0,0,1.0986122886681098,16702
2021,2,167.02,0,1,0,0.6931471805599453,16702
2014,2,167.02,0,0,0,0.6931471805599453,16702
2009,2,167.02,0,0,0,0.6931471805599453,16702
2010,2,167.02,0,0,0,0.6931471805599453,16702
2016,2,167.02,0,0,0,0.6931471805599453,16702
2018,2,167.02,0,0,0,0.6931471805599453,16702
2019,1,167.02,0,0,0,0.0,16702
2011,1,167.02,0,0,0,0.0,16702
2013,1,167.02,0,0,0,0.0,16702
2022,1,167.02,0,1,0,0.0,16702
2012,8,323,0,0,0,2.0794415416798357,32300
2015,3,323,0,0,0,1.0986122886681098,32300
2018,2,323,0,0,0,0.6931471805599453,32300
2016,2,323,0,0,0,0.6931471805599453,32300
2020,2,323,0,1,0,0.6931471805599453,32300
2007,1,323,0,0,0,0.0,32300
2009,1,323,0,0,0,0.0,32300
2008,1,323,0,0,0,0.0,32300
2005,1,323,0,0,0,0.0,32300
2014,1,323,0,0,0,0.0,32300
2019,1,323,0,0,0,0.0,32300
2021,1,323,0,1,0,0.0,32300
2012,11,81.02,0,0,0,2.3978952727983707,8102
2016,3,81.02,0,0,0,1.0986122886681098,8102
2007,2,81.02,0,0,0,0.6931471805599453,8102
2008,2,81.02,0,0,0,0.6931471805599453,8102
2010,2,81.02,0,0,0,0.6931471805599453,8102
2018,2,81.02,0,0,0,0.6931471805599453,8102
2021,2,81.02,0,1,0,0.6931471805599453,8102
2022,2,81.02,0,1,0,0.6931471805599453,8102
2005,1,81.02,0,0,0,0.0,8102
2019,1,81.02,0,0,0,0.0,8102
2014,1,81.02,0,0,0,0.0,8102
2017,1,81.02,0,0,0,0.0,8102
2020,1,81.02,0,1,0,0.0,8102
2015,1,81.02,0,0,0,0.0,8102
2012,13,359,0,0,0,2.5649493574615367,35900
2020,4,359,0,1,0,1.3862943611198906,35900
2015,3,359,0,0,0,1.0986122886681098,35900
2021,3,359,0,1,0,1.0986122886681098,35900
2014,2,359,0,0,0,0.6931471805599453,35900
2008,2,359,0,0,0,0.6931471805599453,35900
2013,2,359,0,0,0,0.6931471805599453,35900
2011,1,359,0,0,0,0.0,35900
2007,1,359,0,0,0,0.0,35900
2010,1,359,0,0,0,0.0,35900
2016,1,359,0,0,0,0.0,35900
2018,1,359,0,0,0,0.0,35900
2022,1,359,0,1,0,0.0,35900
2012,3,211,0,0,0,1.0986122886681098,21100
2015,2,211,0,0,0,0.6931471805599453,21100
2016,1,211,0,0,0,0.0,21100
2011,1,211,0,0,0,0.0,21100
2010,1,211,0,0,0,0.0,21100
2007,1,211,0,0,0,0.0,21100
2019,1,211,0,0,0,0.0,21100
2018,1,211,0,0,0,0.0,21100
2022,1,211,0,1,0,0.0,21100
2021,1,211,0,1,0,0.0,21100
2012,7,4,1,0,0,1.9459101490553132,400
2019,3,4,1,0,0,1.0986122886681098,400
2016,2,4,1,0,0,0.6931471805599453,400
2018,1,4,1,0,0,0.0,400
2020,1,4,1,1,1,0.0,400
2021,1,4,1,1,1,0.0,400
2012,11,377,0,0,0,2.3978952727983707,37700
2017,11,377,0,0,0,2.3978952727983707,37700
2020,6,377,0,1,0,1.791759469228055,37700
2018,5,377,0,0,0,1.6094379124341003,37700
2010,3,377,0,0,0,1.0986122886681098,37700
2011,2,377,0,0,0,0.6931471805599453,37700
2021,2,377,0,1,0,0.6931471805599453,37700
2015,2,377,0,0,0,0.6931471805599453,37700
2005,1,377,0,0,0,0.0,37700
2008,1,377,0,0,0,0.0,37700
2009,1,377,0,0,0,0.0,37700
2014,1,377,0,0,0,0.0,37700
2019,1,377,0,0,0,0.0,37700
2016,1,377,0,0,0,0.0,37700
2022,1,377,0,1,0,0.0,37700
2012,7,98.02,0,0,0,1.9459101490553132,9802
2009,2,98.02,0,0,0,0.6931471805599453,9802
2007,2,98.02,0,0,0,0.6931471805599453,9802
2010,1,98.02,0,0,0,0.0,9802
2005,1,98.02,0,0,0,0.0,9802
2006,1,98.02,0,0,0,0.0,9802
2008,1,98.02,0,0,0,0.0,9802
2017,1,98.02,0,0,0,0.0,9802
2018,1,98.02,0,0,0,0.0,9802
2015,1,98.02,0,0,0,0.0,9802
2021,1,98.02,0,1,0,0.0,9802
2012,2,258,0,0,0,0.6931471805599453,25800
2007,1,258,0,0,0,0.0,25800
2010,1,258,0,0,0,0.0,25800
2012,7,26,0,0,0,1.9459101490553132,2600
2021,3,26,0,1,0,1.0986122886681098,2600
2018,2,26,0,0,0,0.6931471805599453,2600
2009,2,26,0,0,0,0.6931471805599453,2600
2015,2,26,0,0,0,0.6931471805599453,2600
2010,1,26,0,0,0,0.0,2600
2016,1,26,0,0,0,0.0,2600
2019,1,26,0,0,0,0.0,2600
2012,7,139,0,0,0,1.9459101490553132,13900
2011,3,139,0,0,0,1.0986122886681098,13900
2008,3,139,0,0,0,1.0986122886681098,13900
2016,2,139,0,0,0,0.6931471805599453,13900
2014,2,139,0,0,0,0.6931471805599453,13900
2020,2,139,0,1,0,0.6931471805599453,13900
2019,1,139,0,0,0,0.0,13900
2017,1,139,0,0,0,0.0,13900
2006,1,139,0,0,0,0.0,13900
2010,1,139,0,0,0,0.0,13900
2018,1,139,0,0,0,0.0,13900
2012,18,365.01,0,0,0,2.8903717578961645,36501
2020,6,365.01,0,1,0,1.791759469228055,36501
2015,5,365.01,0,0,0,1.6094379124341003,36501
2016,5,365.01,0,0,0,1.6094379124341003,36501
2019,4,365.01,0,0,0,1.3862943611198906,36501
2021,2,365.01,0,1,0,0.6931471805599453,36501
2010,1,365.01,0,0,0,0.0,36501
2014,1,365.01,0,0,0,0.0,36501
2018,1,365.01,0,0,0,0.0,36501
2017,1,365.01,0,0,0,0.0,36501
2012,15,12.02,1,0,0,2.70805020110221,1202
2020,6,12.02,1,1,1,1.791759469228055,1202
2015,4,12.02,1,0,0,1.3862943611198906,1202
2017,4,12.02,1,0,0,1.3862943611198906,1202
2011,3,12.02,1,0,0,1.0986122886681098,1202
2019,3,12.02,1,0,0,1.0986122886681098,1202
2016,3,12.02,1,0,0,1.0986122886681098,1202
2018,2,12.02,1,0,0,0.6931471805599453,1202
2009,2,12.02,1,0,0,0.6931471805599453,1202
2021,2,12.02,1,1,1,0.6931471805599453,1202
2008,1,12.02,1,0,0,0.0,1202
2013,1,12.02,1,0,0,0.0,1202
2012,7,69,0,0,0,1.9459101490553132,6900
2006,2,69,0,0,0,0.6931471805599453,6900
2021,1,69,0,1,0,0.0,6900
2009,1,69,0,0,0,0.0,6900
2015,1,69,0,0,0,0.0,6900
2018,1,69,0,0,0,0.0,6900
2019,1,69,0,0,0,0.0,6900
2012,7,8,1,0,0,1.9459101490553132,800
2012,4,180.01,0,0,0,1.3862943611198906,18001
2021,3,180.01,0,1,0,1.0986122886681098,18001
2015,3,180.01,0,0,0,1.0986122886681098,18001
2016,2,180.01,0,0,0,0.6931471805599453,18001
2022,2,180.01,0,1,0,0.6931471805599453,18001
2005,1,180.01,0,0,0,0.0,18001
2017,1,180.01,0,0,0,0.0,18001
2013,1,180.01,0,0,0,0.0,18001
2014,1,180.01,0,0,0,0.0,18001
2019,1,180.01,0,0,0,0.0,18001
2012,13,21,1,0,0,2.5649493574615367,2100
2021,5,21,1,1,1,1.6094379124341003,2100
2018,4,21,1,0,0,1.3862943611198906,2100
2016,4,21,1,0,0,1.3862943611198906,2100
2011,3,21,1,0,0,1.0986122886681098,2100
2015,2,21,1,0,0,0.6931471805599453,2100
2007,1,21,1,0,0,0.0,2100
2008,1,21,1,0,0,0.0,2100
2013,1,21,1,0,0,0.0,2100
2017,1,21,1,0,0,0.0,2100
2022,1,21,1,1,1,0.0,2100
2020,1,21,1,1,1,0.0,2100
2019,1,21,1,0,0,0.0,2100
2012,7,301,0,0,0,1.9459101490553132,30100
2008,4,301,0,0,0,1.3862943611198906,30100
2018,2,301,0,0,0,0.6931471805599453,30100
2006,1,301,0,0,0,0.0,30100
2011,1,301,0,0,0,0.0,30100
2009,1,301,0,0,0,0.0,30100
2015,1,301,0,0,0,0.0,30100
2012,3,10,1,0,0,1.0986122886681098,1000
2007,2,10,1,0,0,0.6931471805599453,1000
2017,1,10,1,0,0,0.0,1000
2010,1,10,1,0,0,0.0,1000
2020,1,10,1,1,1,0.0,1000
2012,4,347.02,0,0,0,1.3862943611198906,34702
2020,3,347.02,0,1,0,1.0986122886681098,34702
2015,2,347.02,0,0,0,0.6931471805599453,34702
2019,1,347.02,0,0,0,0.0,34702
2010,1,347.02,0,0,0,0.0,34702
2018,1,347.02,0,0,0,0.0,34702
2021,1,347.02,0,1,0,0.0,34702
2012,11,121,0,0,0,2.3978952727983707,12100
2015,3,121,0,0,0,1.0986122886681098,12100
2022,3,121,0,1,0,1.0986122886681098,12100
2019,2,121,0,0,0,0.6931471805599453,12100
2021,1,121,0,1,0,0.0,12100
2020,1,121,0,1,0,0.0,12100
2017,1,121,0,0,0,0.0,12100
2018,1,121,0,0,0,0.0,12100
2012,9,243,0,0,0,2.1972245773362196,24300
2015,2,243,0,0,0,0.6931471805599453,24300
2019,2,243,0,0,0,0.6931471805599453,24300
2011,1,243,0,0,0,0.0,24300
2014,1,243,0,0,0,0.0,24300
2017,1,243,0,0,0,0.0,24300
2018,1,243,0,0,0,0.0,24300
2022,1,243,0,1,0,0.0,24300
2021,1,243,0,1,0,0.0,24300
2012,12,103,0,0,0,2.4849066497880004,10300
2020,3,103,0,1,0,1.0986122886681098,10300
2015,2,103,0,0,0,0.6931471805599453,10300
2010,2,103,0,0,0,0.6931471805599453,10300
2019,1,103,0,0,0,0.0,10300
2021,1,103,0,1,0,0.0,10300
2007,1,103,0,0,0,0.0,10300
2014,1,103,0,0,0,0.0,10300
2011,1,103,0,0,0,0.0,10300
2016,1,103,0,0,0,0.0,10300
2012,15,284,0,0,0,2.70805020110221,28400
2015,2,284,0,0,0,0.6931471805599453,28400
2011,2,284,0,0,0,0.6931471805599453,28400
2007,1,284,0,0,0,0.0,28400
2008,1,284,0,0,0,0.0,28400
2017,1,284,0,0,0,0.0,28400
2019,1,284,0,0,0,0.0,28400
2016,1,284,0,0,0,0.0,28400
2021,1,284,0,1,0,0.0,28400
2012,3,348.02,0,0,0,1.0986122886681098,34802
2015,2,348.02,0,0,0,0.6931471805599453,34802
2019,2,348.02,0,0,0,0.6931471805599453,34802
2011,1,348.02,0,0,0,0.0,34802
2017,1,348.02,0,0,0,0.0,34802
2018,1,348.02,0,0,0,0.0,34802
2021,1,348.02,0,1,0,0.0,34802
2012,14,356.01,0,0,0,2.6390573296152584,35601
2018,3,356.01,0,0,0,1.0986122886681098,35601
2017,3,356.01,0,0,0,1.0986122886681098,35601
