,geoid,state,county,tract,block,lat,lng
32,421010001014000,42,101,000101,4000,39.95189072042788,-75.14380085502526
33,421010376003023,42,101,037600,3023,39.95791326144885,-75.15618113401476
34,421010002002006,42,101,000200,2006,39.95500927908643,-75.15416017704369
35,421010376001025,42,101,037600,1025,39.95812098800538,-75.15500642215936
36,421010005004004,42,101,000500,4004,39.953221359335565,-75.15609539744986
37,421010002001010,42,101,000200,1010,39.95566981115606,-75.15659509945645
38,421010023002004,42,101,002300,2004,39.934653408698175,-75.16026933812381
39,421010024003005,42,101,002400,3005,39.938868550830485,-75.160759224504
40,421010010024006,42,101,001002,4006,39.94338584582958,-75.14974523266632
41,421010024003001,42,101,002400,3001,39.93859900592317,-75.15774598379872
42,421010016001002,42,101,001600,1002,39.940868234794316,-75.1495154992878
43,421010005004003,42,101,000500,4003,39.95294170376092,-75.1550435897314
44,421010018001012,42,101,001800,1012,39.940490864945545,-75.1604221003694
45,421010013011008,42,101,001301,1008,39.939698962275145,-75.17895794161468
46,421010024003001,42,101,002400,3001,39.93859900592317,-75.15774598379872
47,421010001015007,42,101,000101,5007,39.949516047150055,-75.14273396121732
48,421010001014010,42,101,000101,4010,39.95068552041817,-75.14537823605751
49,421010131001011,42,101,013100,1011,39.96522107554475,-75.15274427222728
50,421010002001014,42,101,000200,1014,39.95372199781661,-75.15601012958327
51,421010001023005,42,101,000102,3005,39.952153725060995,-75.14377840046163
52,421010024001001,42,101,002400,1001,39.937863908422855,-75.15450801902708
53,421010132001018,42,101,013200,1018,39.96684885158833,-75.15742114700846
54,421010131001010,42,101,013100,1010,39.966056311539475,-75.15335306810441
55,421010376002024,42,101,037600,2024,39.96049094216374,-75.155533335034
56,421010376003011,42,101,037600,3011,39.95858448751331,-75.15612389615178
57,421010006001009,42,101,000600,1009,39.94910589563908,-75.15912030913204
58,421010005003006,42,101,000500,3006,39.950705148064216,-75.1583039128113
59,421010006002000,42,101,000600,2000,39.94921120465746,-75.15291572841494
60,421010002001012,42,101,000200,1012,39.95519753075494,-75.15575350988695
61,421010018001018,42,101,001800,1018,39.93925997614818,-75.1580308067298
62,421010024003001,42,101,002400,3001,39.938596271775914,-75.15775246147467
63,421010015002009,42,101,001500,2009,39.9432629065498,-75.16367911912504
64,421010002001015,42,101,000200,1015,39.95436410804568,-75.15641386197528
65,421010019003013,42,101,001900,3013,39.939011844753544,-75.17035045227354
66,421010018001018,42,101,001800,1018,39.939190094044314,-75.1581673212953
67,421010010024019,42,101,001002,4019,39.941613718256455,-75.14797489469836
68,421010005004008,42,101,000500,4008,39.95213693128237,-75.15708024910589
69,421010007021004,42,101,000702,1004,39.95092755078402,-75.17506607844841
70,421010024004004,42,101,002400,4004,39.936812521186276,-75.15814905350108
71,421010023002001,42,101,002300,2001,39.93501523867606,-75.1585110578556
72,421010007011004,42,101,000701,1004,39.95066503769931,-75.17155162533858
73,421010008052000,42,101,000805,2000,39.94957792361173,-75.16847621723166
74,421010019003007,42,101,001900,3007,39.938557254567414,-75.1691741238792
75,421010125021002,42,101,012502,1002,39.962022732912374,-75.17223598788242
76,421010007011000,42,101,000701,1000,39.951296278652976,-75.16965185748568
77,421010003003011,42,101,000300,3011,39.9567054250639,-75.16470823438647
78,421010005004011,42,101,000500,4011,39.95164005974374,-75.15267317094793
79,421010024003019,42,101,002400,3019,39.93617722874635,-75.15962927417053
80,421010019001007,42,101,001900,1007,39.940129821003865,-75.17428359226997
81,421010013021001,42,101,001302,1001,39.94516050976346,-75.17914777808535
82,421010024003012,42,101,002400,3012,39.937891884377876,-75.15781500571904
83,421010024003012,42,101,002400,3012,39.937891884377876,-75.15781500571904
84,421010006001003,42,101,000600,1003,39.950338982303094,-75.16300347320156
85,421010024003005,42,101,002400,3005,39.93897352880939,-75.16072943039755
86,421010132001010,42,101,013200,1010,39.96803606324076,-75.15654866484675
87,421010024001003,42,101,002400,1003,39.93811526852476,-75.15621574839423
88,421010016001013,42,101,001600,1013,39.94006980487737,-75.14969360550404
89,421010005003003,42,101,000500,3003,39.951245166599776,-75.15734598849929
90,421010131001010,42,101,013100,1010,39.96569712640769,-75.1533757144654
91,421010376003023,42,101,037600,3023,39.95791326144885,-75.15618113401476
92,421010376002019,42,101,037600,2019,39.96064426273934,-75.1581839427782
93,421010024003011,42,101,002400,3011,39.93802644924702,-75.15893037711366
94,421010024003021,42,101,002400,3021,39.93692835826707,-75.1584904170654
95,421010135001005,42,101,013500,1005,39.96747856917562,-75.17116304300153
96,421010004032003,42,101,000403,2003,39.95256027010284,-75.16808521937138
97,421010134023003,42,101,013402,3003,39.9646646800409,-75.16927564172627
98,421010001014011,42,101,000101,4011,39.94872787563831,-75.14530883597688
99,421010006001000,42,101,000600,1000,39.95000145898537,-75.15880188413432
100,421010024004005,42,101,002400,4005,39.93658777107479,-75.15819653343172
101,421010019003006,42,101,001900,3006,39.938814728746664,-75.16707010727582
102,421010009022007,42,101,000902,2007,39.94719012108563,-75.15730819356995
103,421010004041000,42,101,000404,1000,39.95269644048363,-75.1692165416937
104,421010016001001,42,101,001600,1001,39.9413206212203,-75.14873258575612
105,421010004032001,42,101,000403,2001,39.954189465569975,-75.16737340489546
106,421010018001013,42,101,001800,1013,39.93988198376761,-75.16055488746213
107,421010376003023,42,101,037600,3023,39.95793060426995,-75.15631751122045
108,421010376003003,42,101,037600,3003,39.96028681278146,-75.15838173584932
109,421010022001002,42,101,002200,1002,39.93751370129357,-75.16881997080161
110,421010005003002,42,101,000500,3002,39.95061821469499,-75.15573799868724
111,421010024003002,42,101,002400,3002,39.93871543176211,-75.15804940421911
112,421010004041000,42,101,000404,1000,39.95269644048363,-75.1692165416937
113,421010008052005,42,101,000805,2005,39.94814951924522,-75.16924437277454
114,421010019003012,42,101,001900,3012,39.93867502422404,-75.17114292175745
115,421010004012000,42,101,000401,2000,39.953281352451,-75.17377698292998
116,421010007021004,42,101,000702,1004,39.950937375011215,-75.17513646609133
117,421010023001001,42,101,002300,1001,39.935456805329416,-75.16214713257645
118,421010024003019,42,101,002400,3019,39.93617722874635,-75.15962927417053
119,421010016001005,42,101,001600,1005,39.941609937974285,-75.15125236478984
120,421010018001020,42,101,001800,1020,39.93889072836338,-75.15694202593026
121,421010002001009,42,101,000200,1009,39.95550287187405,-75.15446820232995
122,421010134023007,42,101,013402,3007,39.96439810169006,-75.17055870205274
123,421010002001014,42,101,000200,1014,39.95378397889434,-75.155922229555
124,421010024003012,42,101,002400,3012,39.93768741310867,-75.15796567900519
125,421010001012000,42,101,000101,2000,39.95011748812788,-75.1477686169162
126,421010004031003,42,101,000403,1003,39.953378025855585,-75.16589367055539
127,421010005003005,42,101,000500,3005,39.95089231079877,-75.15904829136447
128,421010005004008,42,101,000500,4008,39.95213693128237,-75.15708024910589
129,421010006001001,42,101,000600,1001,39.950351341521774,-75.16158307457022
130,421010004032002,42,101,000403,2002,39.95365367049873,-75.16796347202298
131,421010001014006,42,101,000101,4006,39.94909917690198,-75.14714914779886
132,421010001012002,42,101,000101,2002,39.950545912468215,-75.15169719943057
133,421010376003005,42,101,037600,3005,39.95982229967312,-75.16083766096048
134,421010023002002,42,101,002300,2002,39.935166613553235,-75.15885564386487
135,421010002001015,42,101,000200,1015,39.95450465978365,-75.15743490960351
136,421010133001007,42,101,013300,1007,39.9693543200164,-75.16397560839253
137,421010002001011,42,101,000200,1011,39.954822632373975,-75.15630118250729
138,421010003004019,42,101,000300,4019,39.95565422315118,-75.1682129744505
139,421010006001001,42,101,000600,1001,39.950084190481476,-75.16091642592072
140,421010007013003,42,101,000701,3003,39.95081774643038,-75.16864354466655
141,421010018001014,42,101,001800,1014,39.939362651944904,-75.15952794518245
142,421010004032003,42,101,000403,2003,39.95185030619243,-75.16813921769327
143,421010024003020,42,101,002400,3020,39.936573457757234,-75.15860229620807
144,421010009022004,42,101,000902,2004,39.94717493508572,-75.15948488801861
145,421010024004006,42,101,002400,4006,39.935356986281704,-75.15844743772817
146,421010015002012,42,101,001500,2012,39.942966311954166,-75.16530331196606
147,421010007013006,42,101,000701,3006,39.95023896592526,-75.16672463540002
148,421010024005017,42,101,002400,5017,39.936748154100876,-75.16275916300208
149,421010018001006,42,101,001800,1006,39.940167240468035,-75.15783346800035
150,421010014003007,42,101,001400,3007,39.94319470906441,-75.16712014740024
151,421010001014010,42,101,000101,4010,39.95064697752497,-75.14533701169498
152,421010003004019,42,101,000300,4019,39.955602715763966,-75.16889211721045
153,421010005004007,42,101,000500,4007,39.952312602748286,-75.15850467824075
154,421010019002015,42,101,001900,2015,39.93960262086214,-75.17155379925599
155,421010376002014,42,101,037600,2014,39.96191760211655,-75.15493298147865
156,421010004031004,42,101,000403,1004,39.95217199726024,-75.16615230194455
157,421010004041004,42,101,000404,1004,39.9520611717373,-75.17109894610958
158,421010005004007,42,101,000500,4007,39.952312602748286,-75.15850467824075
159,421010006002000,42,101,000600,2000,39.94927231841867,-75.15339883824575
160,421010004041002,42,101,000404,1002,39.953095367133606,-75.17244863847996
161,421010002001009,42,101,000200,1009,39.95548404983304,-75.15513973381287
162,421010010011016,42,101,001001,1016,39.942314152047594,-75.15356274946173
163,421010012014011,42,101,001201,4011,39.94643503560027,-75.17846977787319
164,421010019001007,42,101,001900,1007,39.940129821003865,-75.17428359226997
165,421010006001001,42,101,000600,1001,39.950162113601735,-75.16058768481655
166,421010024005014,42,101,002400,5014,39.93729434845817,-75.16518554318962
167,421010005003002,42,101,000500,3002,39.95061821469499,-75.15573799868724
168,421010004032001,42,101,000403,2001,39.954189465569975,-75.16737340489546
169,421010008061003,42,101,000806,1003,39.94727421160995,-75.16519918515007
170,421010009011000,42,101,000901,1000,39.948626201571,-75.16013254061716
171,421010011023005,42,101,001102,3005,39.94292777552976,-75.1578993607465
172,421010131001018,42,101,013100,1018,39.96401239952137,-75.14869833903121
173,421010010024013,42,101,001002,4013,39.94203533467926,-75.15037190691395
174,421010010024012,42,101,001002,4012,39.94206198826781,-75.14929125640734
175,421010002001011,42,101,000200,1011,39.955231635206474,-75.15611973842427
176,421010004031004,42,101,000403,1004,39.95217199726024,-75.16615230194455
177,421010003004019,42,101,000300,4019,39.95565422315118,-75.1682129744505
178,421010002001012,42,101,000200,1012,39.95474471717017,-75.15561500231074
179,421010004032001,42,101,000403,2001,39.954189465569975,-75.16737340489546
180,421010004043003,42,101,000404,3003,39.95361225059967,-75.17036463907024
181,421010004032003,42,101,000403,2003,39.95256027010284,-75.16808521937138
182,421010005001008,42,101,000500,1008,39.95141221041265,-75.1603154825792
183,421010007013001,42,101,000701,3001,39.95052011394457,-75.16619282166309
184,421010002001010,42,101,000200,1010,39.95568694604584,-75.15731223292914
185,421010001014002,42,101,000101,4002,39.95039130550271,-75.14586939988315
186,421010005004011,42,101,000500,4011,39.95164005974374,-75.15267317094793
187,421010005003002,42,101,000500,3002,39.95061821469499,-75.15573799868724
188,421010011023004,42,101,001102,3004,39.943104665507946,-75.15937324912315
189,421010022003007,42,101,002200,3007,39.9364104278088,-75.17224210410033
190,421010004041006,42,101,000404,1006,39.951776752206904,-75.16926235550156
191,421010004031003,42,101,000403,1003,39.953378025855585,-75.16589367055539
192,421010376003027,42,101,037600,3027,39.95766826374879,-75.15824387913099
193,421010002001011,42,101,000200,1011,39.955046287927,-75.15621583165509
194,421010004032001,42,101,000403,2001,39.954189465569975,-75.16737340489546
195,421010002004002,42,101,000200,4002,39.955199136278615,-75.1618295202081
196,421010008061002,42,101,000806,1002,39.94792803888926,-75.16582996786792
197,421010005003002,42,101,000500,3002,39.95061821469499,-75.15573799868724
198,421010009021002,42,101,000902,1002,39.94778612331612,-75.1562842415512
199,421010002001014,42,101,000200,1014,39.95398520744433,-75.15596982576153
200,421010004031004,42,101,000403,1004,39.95217199726024,-75.16615230194455
201,421010003004018,42,101,000300,4018,39.955727046980186,-75.16978163615752
202,421010004013000,42,101,000401,3000,39.95365295258901,-75.17635501601033
203,421010133001020,42,101,013300,1020,39.96642668078415,-75.16090190165639
204,421010007013007,42,101,000701,3007,39.94980196723896,-75.16602492738443
205,421010024003013,42,101,002400,3013,39.93721077672141,-75.15841165243395
206,421010022003006,42,101,002200,3006,39.93686090261863,-75.17213596403658
207,421010376002014,42,101,037600,2014,39.961922786067944,-75.15499749236345
208,421010002001012,42,101,000200,1012,39.95474471717017,-75.15561500231074
209,421010004031004,42,101,000403,1004,39.95217199726024,-75.16615230194455
210,421010367001001,42,101,036700,1001,39.96136269348244,-75.14450283875593
211,421010005003002,42,101,000500,3002,39.95061821469499,-75.15573799868724
212,421010004032003,42,101,000403,2003,39.95256027010284,-75.16808521937138
213,421010004032001,42,101,000403,2001,39.954189465569975,-75.16737340489546
214,421010002001012,42,101,000200,1012,39.95474471717017,-75.15561500231074
215,421010006002000,42,101,000600,2000,39.94921120465746,-75.15291572841494
216,421010002001012,42,101,000200,1012,39.95474471717017,-75.15561500231074
217,421010007013001,42,101,000701,3001,39.95052011394457,-75.16619282166309
218,421010005004008,42,101,000500,4008,39.95213693128237,-75.15708024910589
219,421010010021004,42,101,001002,1004,39.946184889438044,-75.14353479268928
220,421010015001001,42,101,001500,1001,39.94225279186931,-75.15539682332405
221,421010012042011,42,101,001204,2011,39.944564786242815,-75.17176596464705
222,421010002001014,42,101,000200,1014,39.95372972173994,-75.15606939963973
223,421010133002002,42,101,013300,2002,39.96486526755397,-75.16572350026848
224,421010007013004,42,101,000701,3004,39.95031096043722,-75.16758610230242
225,421010002001014,42,101,000200,1014,39.95398520744433,-75.15596982576153
226,421010002001015,42,101,000200,1015,39.95436410804568,-75.15641386197528
227,421010005003008,42,101,000500,3008,39.949785940165015,-75.15262345088065
228,421010008052005,42,101,000805,2005,39.94780129623316,-75.16942468479067
229,421010008061000,42,101,000806,1000,39.94864286993068,-75.16569028091403
230,421010022003007,42,101,002200,3007,39.9364104278088,-75.17224210410033
231,421010002001011,42,101,000200,1011,39.954717455056475,-75.15633435585488
232,421010021002013,42,101,002100,2013,39.93689205635435,-75.17496186120819
233,421010004032002,42,101,000403,2002,39.953171198715395,-75.16733190963647
234,421010002004000,42,101,000200,4000,39.95476086264702,-75.15846733551943
235,421010009011003,42,101,000901,1003,39.9483665252216,-75.16212947808917
236,421010376003025,42,101,037600,3025,39.957952440765254,-75.15998556096406
237,421010005001010,42,101,000500,1010,39.95076014677568,-75.16071322467485
238,421010001014010,42,101,000101,4010,39.95068552041817,-75.14537823605751
239,421010024003001,42,101,002400,3001,39.938596271775914,-75.15775246147467
240,421010002001010,42,101,000200,1010,39.95592491604166,-75.15593943555352
241,421010002001006,42,101,000200,1006,39.956356281284414,-75.15589528089106
242,421010010022006,42,101,001002,2006,39.944444330361655,-75.14989323485563
243,421010024004006,42,101,002400,4006,39.935267669531015,-75.15847906996865
244,421010004032001,42,101,000403,2001,39.954189465569975,-75.16737340489546
245,421010003003008,42,101,000300,3008,39.956200449864774,-75.16388865329252
246,421010014001001,42,101,001400,1001,39.94445477279915,-75.17501829746459
247,421010001024005,42,101,000102,4005,39.95268030528134,-75.14242904202533
248,421010005003002,42,101,000500,3002,39.95061821469499,-75.15573799868724
249,421010135001004,42,101,013500,1004,39.96747348932196,-75.17048386924222
250,421010024004004,42,101,002400,4004,39.93677878863858,-75.15816020702512
251,421010008061000,42,101,000806,1000,39.94864286993068,-75.16569028091403
252,421010004043004,42,101,000404,3004,39.95362998871524,-75.16942011460259
253,421010004031003,42,101,000403,1003,39.953378025855585,-75.16589367055539
254,421010024003011,42,101,002400,3011,39.93780633183274,-75.1582769260207
255,421010005004004,42,101,000500,4004,39.95319449103508,-75.15588465478638
256,421010002001006,42,101,000200,1006,39.95631205300401,-75.15595517161697
257,421010024004005,42,101,002400,4005,39.9366405503381,-75.15822306133799
258,421010125025000,42,101,012502,5000,39.96077306897221,-75.16956558131078
259,421010002001010,42,101,000200,1010,39.95572285419793,-75.15716057443223
260,421010004041007,42,101,000404,1007,39.9521024071821,-75.17213292992189
261,421010002001016,42,101,000200,1016,39.95394917126074,-75.15677668007702
262,421010002001016,42,101,000200,1016,39.95394917126074,-75.15677668007702
263,421010007011000,42,101,000701,1000,39.95127779938253,-75.16950692333526
264,421010006002000,42,101,000600,2000,39.94916767333302,-75.15258526266496
265,421010006001000,42,101,000600,1000,39.94995591975155,-75.1598597150023
266,421010135002023,42,101,013500,2023,39.96741153748397,-75.16556806397664
267,421010007021000,42,101,000702,1000,39.951709602742056,-75.17376809585684
268,421010022002001,42,101,002200,2001,39.9357195616115,-75.16877242367099
269,421010022003006,42,101,002200,3006,39.93686090261863,-75.17213596403658
270,421010006001011,42,101,000600,1011,39.949309936052025,-75.16081305701096
271,421010004032004,42,101,000403,2004,39.95150931943617,-75.16653859792773
272,421010002001009,42,101,000200,1009,39.955779277152466,-75.15445866994669
273,421010004032002,42,101,000403,2002,39.953171198715395,-75.16733190963647
274,421010002001012,42,101,000200,1012,39.9551799614047,-75.15557113493558
275,421010001015006,42,101,000101,5006,39.94962500259169,-75.1433750106613
276,421010002001006,42,101,000200,1006,39.95610658728326,-75.15593870806765
277,421010008052000,42,101,000805,2000,39.94951433106325,-75.16896479808865
278,421010003004018,42,101,000300,4018,39.955727046980186,-75.16978163615752
279,421010005004008,42,101,000500,4008,39.95213693128237,-75.15708024910589
280,421010002001010,42,101,000200,1010,39.95592491604166,-75.15593943555352
281,421010001014015,42,101,000101,4015,39.949033084566665,-75.1478859337919
282,421010005004004,42,101,000500,4004,39.95319449103508,-75.15588465478638
283,421010005003002,42,101,000500,3002,39.95061821469499,-75.15573799868724
284,421010131001018,42,101,013100,1018,39.96401239952137,-75.14869833903121
285,421010004041001,42,101,000404,1001,39.952936301032324,-75.17115070762334
286,421010005001008,42,101,000500,1008,39.95166165526796,-75.16097658491877
287,421010004013007,42,101,000401,3007,39.95279468013672,-75.17735773596357
288,421010004032003,42,101,000403,2003,39.95185030619243,-75.16813921769327
289,421010008032006,42,101,000803,2006,39.94864168059888,-75.17443841793775
290,421010015001009,42,101,001500,1009,39.94014894497003,-75.15292328933727
291,421010004032002,42,101,000403,2002,39.9535642645944,-75.16726786724671
292,421010024004001,42,101,002400,4001,39.93717942508732,-75.15805218282178
293,421010024004010,42,101,002400,4010,39.935425257499176,-75.15632194634755
294,421010024003001,42,101,002400,3001,39.93826730471208,-75.15783514795265
295,421010006002007,42,101,000600,2007,39.948508244606316,-75.15529177774113
296,421010005004008,42,101,000500,4008,39.95213693128237,-75.15708024910589
297,421010004032004,42,101,000403,2004,39.95148667619005,-75.1663843804857
298,421010015002014,42,101,001500,2014,39.94254403278611,-75.16255411970539
299,421010023002002,42,101,002300,2002,39.935024553478705,-75.15885751120261
300,421010003003019,42,101,000300,3019,39.95480523034419,-75.16448583503991
301,421010002001011,42,101,000200,1011,39.954822632373975,-75.15630118250729
302,421010007021003,42,101,000702,1003,39.95119745075815,-75.17440628975828
303,421010007011001,42,101,000701,1001,39.95137516994518,-75.17128754985335
304,421010005004011,42,101,000500,4011,39.95164005974374,-75.15267317094793
305,421010006002001,42,101,000600,2001,39.94925115803856,-75.1546201562226
306,421010001014008,42,101,000101,4008,39.9499562348005,-75.14611168595953
307,421010005001004,42,101,000500,1004,39.952566051957824,-75.16054569061772
308,421010007013001,42,101,000701,3001,39.95052011394457,-75.16619282166309
309,421010006001009,42,101,000600,1009,39.94895754747667,-75.15909668919375
310,421010008061000,42,101,000806,1000,39.94915205266603,-75.16549607171196
311,421010019002005,42,101,001900,2005,39.9413891843818,-75.17567045611042
312,421010004032003,42,101,000403,2003,39.95185030619243,-75.16813921769327
313,421010001023006,42,101,000102,3006,39.953342825089784,-75.14475742912657
314,421010024003015,42,101,002400,3015,39.9372305747707,-75.16028532695535
315,421010002001007,42,101,000200,1007,39.955937718407306,-75.15442548617109
316,421010024004005,42,101,002400,4005,39.93654683947506,-75.15819967687321
317,421010135002023,42,101,013500,2023,39.96741680168747,-75.16598914109156
318,421010018001012,42,101,001800,1012,39.940490864945545,-75.1604221003694
319,421010012013016,42,101,001201,3016,39.94520957340002,-75.17671384137404
320,421010024004007,42,101,002400,4007,39.9359725095083,-75.15778182459763
321,421010024003011,42,101,002400,3011,39.93802865402952,-75.15824173930997
322,421010024003007,42,101,002400,3007,39.93819533464339,-75.15822054318473
323,421010001023007,42,101,000102,3007,39.95235123249045,-75.14471593617971
324,421010125012002,42,101,012501,2002,39.96205829468887,-75.16727515065259
325,421010024004003,42,101,002400,4003,39.936570413711756,-75.15657300074068
326,421010001014002,42,101,000101,4002,39.95068182092384,-75.14674676691932
327,421010005003002,42,101,000500,3002,39.95061821469499,-75.15573799868724
328,421010005004007,42,101,000500,4007,39.952312602748286,-75.15850467824075
329,421010007021000,42,101,000702,1000,39.951709602742056,-75.17376809585684
330,421010004041002,42,101,000404,1002,39.953095367133606,-75.17244863847996
331,421010004031004,42,101,000403,1004,39.95217199726024,-75.16615230194455
332,421010024003002,42,101,002400,3002,39.93875869663989,-75.15804257697572
333,421010007011003,42,101,000701,1003,39.95060809131629,-75.17033410936708
334,421010006001000,42,101,000600,1000,39.95000896845083,-75.1588623312558
335,421010024004009,42,101,002400,4009,39.936182171385646,-75.15665199002291
336,421010008062000,42,101,000806,2000,39.94913378309467,-75.16635869892438
337,421010006002002,42,101,000600,2002,39.949462571265855,-75.15589276487937
338,421010010013005,42,101,001001,3005,39.947266569923514,-75.15053891342612
339,421010008061000,42,101,000806,1000,39.949089447547635,-75.16490869005251
340,421010022002001,42,101,002200,2001,39.9357195616115,-75.16877242367099
341,421010007012000,42,101,000701,2000,39.951837235278525,-75.17331664055736
342,421010011012003,42,101,001101,2003,39.94439852082917,-75.16427690550195
343,421010019002007,42,101,001900,2007,39.940412752456446,-75.17623510477313
344,421010005003008,42,101,000500,3008,39.949785940165015,-75.15262345088065
345,421010016001001,42,101,001600,1001,39.94136781573781,-75.14904108945515
346,421010010021001,42,101,001002,1001,39.94749491054119,-75.14402641831623
347,421010019001003,42,101,001900,1003,39.94083869598461,-75.17419207613526
348,421010132002003,42,101,013200,2003,39.96549385707202,-75.16019525442242
349,421010023002009,42,101,002300,2009,39.93512355882532,-75.16498425664939
350,421010006002005,42,101,000600,2005,39.94878399270328,-75.15714806329902
351,421010133002007,42,101,013300,2007,39.96309956322996,-75.16449706779248
352,421010016002003,42,101,001600,2003,39.94123212057302,-75.14707127118955
353,421010016002003,42,101,001600,2003,39.94125857258948,-75.14733942884342
354,421010011011008,42,101,001101,1008,39.944548216757376,-75.16342835811264
355,421010011013006,42,101,001101,3006,39.945038866484886,-75.16206287976217
356,421010024005016,42,101,002400,5016,39.93702882253528,-75.16651695999019
357,421010004032003,42,101,000403,2003,39.95185030619243,-75.16813921769327
358,421010004032003,42,101,000403,2003,39.95185030619243,-75.16813921769327
359,421010022003003,42,101,002200,3003,39.93743058888355,-75.17299733444298
360,421010024003000,42,101,002400,3000,39.93859105030033,-75.157137978365
361,421010007021003,42,101,000702,1003,39.9513484047679,-75.17511444067594
362,421010004032003,42,101,000403,2003,39.95185030619243,-75.16813921769327
363,421010005001000,42,101,000500,1000,39.95362252744828,-75.16092445974891
364,421010134021007,42,101,013402,1007,39.96542560936425,-75.1723738987946
365,421010133001020,42,101,013300,1020,39.96669940376899,-75.16076592735335
366,421010010024019,42,101,001002,4019,39.94160107610641,-75.14787171649452
367,421010003004019,42,101,000300,4019,39.955602715763966,-75.16889211721045
368,421010024004009,42,101,002400,4009,39.93622926787158,-75.15664980897397
369,421010024005016,42,101,002400,5016,39.93678181034443,-75.16665541613312
370,421010002004000,42,101,000200,4000,39.95476086264702,-75.15846733551943
371,421010009022009,42,101,000902,2009,39.946497903687806,-75.15805232568631
372,421010002001014,42,101,000200,1014,39.953909262980225,-75.1560309767137
373,421010001022001,42,101,000102,2001,39.956909867065384,-75.15100840729029
374,421010005001001,42,101,000500,1001,39.95397259993329,-75.16197229030365
375,421010007022008,42,101,000702,2008,39.95132416045621,-75.17765890709673
376,421010001014014,42,101,000101,4014,39.9488103406663,-75.14422162333207
377,421010024003011,42,101,002400,3011,39.937721390983036,-75.15829833475647
378,421010125014003,42,101,012501,4003,39.95844521993362,-75.16389373077344
379,421010008061000,42,101,000806,1000,39.94842048997023,-75.1650738544325
380,421010001023003,42,101,000102,3003,39.95376398150023,-75.1439641674707
381,421010009012007,42,101,000901,2007,39.948212678943015,-75.16266620040604
382,421010015002013,42,101,001500,2013,39.94270149518417,-75.16406328071801
383,421010005004011,42,101,000500,4011,39.95164005974374,-75.15267317094793
384,421010004041004,42,101,000404,1004,39.95251624941405,-75.17073700749629
385,421010007021000,42,101,000702,1000,39.95189015653879,-75.17369510646607
386,421010016002002,42,101,001600,2002,39.940589978141496,-75.14608907729752
387,421010024004009,42,101,002400,4009,39.936095946977936,-75.15666914080533
388,421010132003011,42,101,013200,3011,39.9633311650798,-75.15596245121985
389,421010009011008,42,101,000901,1008,39.94765435299844,-75.16155330983628
390,421010005003002,42,101,000500,3002,39.95061821469499,-75.15573799868724
391,421010004032001,42,101,000403,2001,39.954189465569975,-75.16737340489546
392,421010001014003,42,101,000101,4003,39.950782380470585,-75.14477684863789
393,421010006001011,42,101,000600,1011,39.9492819378349,-75.1615026119159
394,421010002001007,42,101,000200,1007,39.95620726264373,-75.15551433400101
395,421010133003005,42,101,013300,3005,39.96553695633565,-75.16146076545292
396,421010135002013,42,101,013500,2013,39.96964827495746,-75.16418044195424
397,421010376002002,42,101,037600,2002,39.962897938848506,-75.1576961892542
398,421010376002009,42,101,037600,2009,39.96171586391236,-75.15949077849709
